Total Nacional	Comunidades y Ciudades Autónomas	Provincias	Islas	Tipo de dato	Periodo	Total
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	31/5/2020	12,56
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	30/5/2020	16,25
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	29/5/2020	18,91
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	28/5/2020	18,78
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	27/5/2020	18,6
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	26/5/2020	17,51
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	25/5/2020	17,47
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	24/5/2020	11,43
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	23/5/2020	13,3
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	22/5/2020	17,16
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	21/5/2020	17,08
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	20/5/2020	16,97
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	19/5/2020	16,9
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	18/5/2020	16,17
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	17/5/2020	10,27
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	16/5/2020	10,85
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	15/5/2020	15,19
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	14/5/2020	16,15
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	13/5/2020	15,76
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	12/5/2020	16,74
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	11/5/2020	15,13
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	10/5/2020	6,56
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	9/5/2020	7,7
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	8/5/2020	14,16
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	7/5/2020	14,19
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	6/5/2020	14,98
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	5/5/2020	14,46
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	4/5/2020	13,9
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	3/5/2020	6,92
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	2/5/2020	7,33
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	1/5/2020	6,94
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	30/4/2020	12,61
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	29/4/2020	12,23
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	28/4/2020	11,82
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	27/4/2020	11,36
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	26/4/2020	5,2
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	25/4/2020	7,08
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	24/4/2020	11,66
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	23/4/2020	11,52
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	22/4/2020	11,77
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	21/4/2020	11,67
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	20/4/2020	11,38
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	19/4/2020	4,86
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	18/4/2020	7,25
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	17/4/2020	11,76
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	16/4/2020	12,07
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	15/4/2020	11,54
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	14/4/2020	11,45
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	13/4/2020	6,2
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	12/4/2020	4,74
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	11/4/2020	5,87
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	10/4/2020	5,47
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	9/4/2020	6,48
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	8/4/2020	9,72
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	7/4/2020	9,55
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	6/4/2020	9,26
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	5/4/2020	4,82
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	4/4/2020	6,46
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	3/4/2020	9,66
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	2/4/2020	8,98
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	1/4/2020	8,69
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	31/3/2020	8,97
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	30/3/2020	9,57
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	28/3/2020	6,87
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	26/3/2020	11,46
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	24/3/2020	11,71
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	22/3/2020	4,99
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	20/3/2020	11
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	18/3/2020	11,82
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	16/3/2020	12,11
Total Nacional	Rioja, La	Rioja, La		Porcentaje de población que sale del área	18/11/2019	28
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/12/2021	10,71
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/12/2021	7,35
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/12/2021	11,26
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/12/2021	7,56
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/12/2021	12,06
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/12/2021	8,33
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/12/2021	7,42
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/12/2021	12,91
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/11/2021	7,74
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/11/2021	12,24
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/11/2021	7,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/11/2021	12,31
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/11/2021	8,42
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/11/2021	12,41
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/11/2021	8,64
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/11/2021	8,13
Total Nacional	Ceuta			Porcentaje de población que sale del área	31/10/2021	8,61
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/10/2021	12,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/10/2021	8,55
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/10/2021	12,64
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/10/2021	8,76
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/10/2021	10,94
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/10/2021	7,59
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/10/2021	12,82
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/10/2021	7,9
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/9/2021	13,18
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/9/2021	8,85
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/9/2021	12,74
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/9/2021	9,37
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/9/2021	13,03
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/9/2021	8,96
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/9/2021	12,51
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/9/2021	9,11
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/9/2021	12,92
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/8/2021	8,78
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/8/2021	10,8
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/8/2021	8,35
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/8/2021	11,62
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/8/2021	9,8
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/8/2021	11,61
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/8/2021	9,15
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/8/2021	11,9
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/8/2021	9,44
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/7/2021	13,06
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/7/2021	10,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/7/2021	13,59
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/7/2021	10,19
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/7/2021	12,77
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/7/2021	10,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/7/2021	13,61
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/7/2021	9,8
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/6/2021	14,47
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/6/2021	10,29
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/6/2021	8,55
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/6/2021	9,36
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/6/2021	14,1
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/6/2021	10,19
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/6/2021	14,09
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/6/2021	9,11
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/6/2021	13,9
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/5/2021	7,86
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/5/2021	13,29
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/5/2021	7,34
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/5/2021	12,92
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/5/2021	9,54
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/5/2021	12,7
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/5/2021	8,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/5/2021	14,07
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/5/2021	7,31
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/4/2021	15,35
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/4/2021	5,5
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/4/2021	15,39
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/4/2021	10,07
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/4/2021	16,09
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/4/2021	10,36
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/4/2021	15,22
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/4/2021	10,1
Total Nacional	Ceuta			Porcentaje de población que sale del área	31/3/2021	14,54
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/3/2021	8,89
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/3/2021	15,85
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/3/2021	9,85
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/3/2021	16,2
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/3/2021	11
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/3/2021	15,17
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/3/2021	8,67
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/3/2021	14,98
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/2/2021	8,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/2/2021	14,45
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/2/2021	7,9
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/2/2021	14,58
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/2/2021	9,06
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/2/2021	13,95
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/2/2021	8,05
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/2/2021	14,61
Total Nacional	Ceuta			Porcentaje de población que sale del área	31/1/2021	8,33
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/1/2021	14,81
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/1/2021	8,23
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/1/2021	14,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/1/2021	8,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/1/2021	14,11
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/1/2021	7,79
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/1/2021	8,82
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/1/2021	8,54
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/12/2020	15,5
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/12/2020	11,14
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/12/2020	16,32
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/12/2020	11,67
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/12/2020	16,74
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/12/2020	11,4
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/12/2020	15,52
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/12/2020	10,51
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/12/2020	16,97
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/11/2020	11,14
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/11/2020	18,34
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/11/2020	11,51
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/11/2020	16,64
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/11/2020	11,38
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/11/2020	16,38
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/11/2020	11,6
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/11/2020	16,71
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/11/2020	11,18
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/10/2020	17,11
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/10/2020	12,37
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/10/2020	16,94
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/10/2020	11,91
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/10/2020	17,44
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/10/2020	11,93
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/10/2020	18,02
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/10/2020	12,27
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/9/2020	17,86
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/9/2020	12,2
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/9/2020	17,28
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/9/2020	12,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/9/2020	17,37
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/9/2020	11,69
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/9/2020	17,31
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/9/2020	12,3
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/9/2020	14,43
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/8/2020	12,95
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/8/2020	16,92
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/8/2020	13,27
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/8/2020	16,6
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/8/2020	12,61
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/8/2020	16,69
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/8/2020	13,33
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/8/2020	14,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/8/2020	14,28
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/7/2020	17,79
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/7/2020	13,41
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/7/2020	17,7
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/7/2020	13,53
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/7/2020	17,85
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/7/2020	12
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/7/2020	18,1
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/7/2020	13,23
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/7/2020	16,3
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/6/2020	13,59
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/6/2020	17,06
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/6/2020	13,99
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/6/2020	15,32
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/6/2020	14,83
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/6/2020	14,82
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/6/2020	13,69
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/6/2020	12,78
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/6/2020	9,94
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/6/2020	11,33
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/6/2020	11,26
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/6/2020	11,78
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/6/2020	16
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/6/2020	14,43
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/6/2020	13,77
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/6/2020	10,03
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/6/2020	13,4
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/6/2020	15,09
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/6/2020	15,04
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/6/2020	15,73
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/6/2020	14,92
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/6/2020	13,84
Total Nacional	Ceuta			Porcentaje de población que sale del área	31/5/2020	10,08
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/5/2020	12,29
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/5/2020	14,34
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/5/2020	14,31
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/5/2020	14,92
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/5/2020	15,72
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/5/2020	15
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/5/2020	12,16
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/5/2020	12,26
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/5/2020	14,15
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/5/2020	15,36
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/5/2020	13,93
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/5/2020	14,06
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/5/2020	13,1
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/5/2020	8,88
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/5/2020	10,7
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/5/2020	12,62
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/5/2020	12,57
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/5/2020	13,45
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/5/2020	12,78
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/5/2020	12,37
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/5/2020	6,88
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/5/2020	8,15
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/5/2020	11,66
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/5/2020	11,3
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/5/2020	11,9
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/5/2020	11,72
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/5/2020	11,63
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/5/2020	7,77
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/5/2020	8,18
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/5/2020	7,34
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/4/2020	10,13
Total Nacional	Ceuta			Porcentaje de población que sale del área	29/4/2020	10,03
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/4/2020	10,07
Total Nacional	Ceuta			Porcentaje de población que sale del área	27/4/2020	9,13
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/4/2020	5,48
Total Nacional	Ceuta			Porcentaje de población que sale del área	25/4/2020	7,1
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/4/2020	9,51
Total Nacional	Ceuta			Porcentaje de población que sale del área	23/4/2020	9,53
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/4/2020	10,28
Total Nacional	Ceuta			Porcentaje de población que sale del área	21/4/2020	9,38
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/4/2020	8,81
Total Nacional	Ceuta			Porcentaje de población que sale del área	19/4/2020	5,51
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/4/2020	6,98
Total Nacional	Ceuta			Porcentaje de población que sale del área	17/4/2020	9,23
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/4/2020	10,16
Total Nacional	Ceuta			Porcentaje de población que sale del área	15/4/2020	9,63
Total Nacional	Ceuta			Porcentaje de población que sale del área	14/4/2020	9,57
Total Nacional	Ceuta			Porcentaje de población que sale del área	13/4/2020	8,62
Total Nacional	Ceuta			Porcentaje de población que sale del área	12/4/2020	4,87
Total Nacional	Ceuta			Porcentaje de población que sale del área	11/4/2020	6,46
Total Nacional	Ceuta			Porcentaje de población que sale del área	10/4/2020	5,32
Total Nacional	Ceuta			Porcentaje de población que sale del área	9/4/2020	5,73
Total Nacional	Ceuta			Porcentaje de población que sale del área	8/4/2020	8,93
Total Nacional	Ceuta			Porcentaje de población que sale del área	7/4/2020	8,97
Total Nacional	Ceuta			Porcentaje de población que sale del área	6/4/2020	7,78
Total Nacional	Ceuta			Porcentaje de población que sale del área	5/4/2020	4,89
Total Nacional	Ceuta			Porcentaje de población que sale del área	4/4/2020	6,88
Total Nacional	Ceuta			Porcentaje de población que sale del área	3/4/2020	9,32
Total Nacional	Ceuta			Porcentaje de población que sale del área	2/4/2020	8,26
Total Nacional	Ceuta			Porcentaje de población que sale del área	1/4/2020	8,45
Total Nacional	Ceuta			Porcentaje de población que sale del área	31/3/2020	8,89
Total Nacional	Ceuta			Porcentaje de población que sale del área	30/3/2020	9,38
Total Nacional	Ceuta			Porcentaje de población que sale del área	28/3/2020	7,88
Total Nacional	Ceuta			Porcentaje de población que sale del área	26/3/2020	9,76
Total Nacional	Ceuta			Porcentaje de población que sale del área	24/3/2020	9,83
Total Nacional	Ceuta			Porcentaje de población que sale del área	22/3/2020	5,75
Total Nacional	Ceuta			Porcentaje de población que sale del área	20/3/2020	9,47
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/3/2020	9,68
Total Nacional	Ceuta			Porcentaje de población que sale del área	16/3/2020	12,32
Total Nacional	Ceuta			Porcentaje de población que sale del área	18/11/2019	31,88
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	29/12/2021	10,71
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	26/12/2021	7,35
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	22/12/2021	11,26
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	19/12/2021	7,56
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	15/12/2021	12,06
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	12/12/2021	8,33
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	8/12/2021	7,42
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	1/12/2021	12,91
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	28/11/2021	7,74
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	24/11/2021	12,24
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	21/11/2021	7,66
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	17/11/2021	12,31
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	14/11/2021	8,42
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	10/11/2021	12,41
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	7/11/2021	8,64
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	3/11/2021	8,13
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	31/10/2021	8,61
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	27/10/2021	12,66
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	24/10/2021	8,55
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	20/10/2021	12,64
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	17/10/2021	8,76
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	13/10/2021	10,94
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	10/10/2021	7,59
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	6/10/2021	12,82
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	3/10/2021	7,9
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	29/9/2021	13,18
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	26/9/2021	8,85
Total Nacional	Ceuta	Ceuta		Porcentaje de población que sale del área	22/9/2021	12,74
